"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/644066e5194a2a6a3258e3b0_musicstar_ai.png","MusicStar.AI","A music creation tool with lyrics, vocals, and more.","Music","32",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643f112351c22ccc83356ff5_gpt4all-ui.png","GPT4All","A github repository for hosting language models locally.","Research","34",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6440229f7cefe8db7e7e5cf4_tinyeinstein-ai-logo.png","tinyEinstein","A platform as marketing manager for Shopify stores.","Marketing","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643f1122248c39188ae76f9d_460ded7f-0939-4a6d-998a-c95c43c046cd.jpeg","AI 2 SQL","A tool to generate SQL statements from plain user inputs.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64401f20b13d997e95d8cc8c_graviti-diffus-logo.png","GRAVITI Diffus","A web gui for stable diffusion.","Generative Art","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64401deb6eb19d3c93f3d543_monic-ai-logo.png","Monic.ai","A tool for students to create personalized flashcards.","Productivity","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643f1121b38c2c881d97cb0e_64247cbc4fc3519dcdf30ab0_Website%2520Poster.png","Bloks","A tool to organize notes, tasks, and meetings.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64401c511098882f7e540c42_myvocal-ai-logo.png","MyVocal.ai","A tool to record and cloning your voice.","Music","80",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643eb43c24e3ca41a6521901_cohesive-so-logo.webp","Cohesive","A suite of tools for content creation, editing and publishing.","Productivity","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d9ffb5784a586534ffc36_home-page-screenshot.jpeg","BrightBot","A platform to deploy and train chatbots.","Chat","57",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d9ff96ef58c9484d5f666_og-branding.jpeg","Harpa AI","A Google Chrome Extension automate web tasks with nocode and rpa system.","Productivity","65",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643e1d6b2d3f274e05dcc10f_dora-run-logo.png","Dora","A tool to create 3D and animated websites without coding.","Productivity","45",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d9ff7a47180ff1beb74f1_92c802bf9d78088c9de609a66a8e94ac.png","Vocaloid","A tool to add lyrics and vocal melodies to music compositions.","Music","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d9ffab28ff878929cf8f4_aws_logo_smile_1200x630.png","Amazon CodeWhisperer","Use Amazon's AI to help write and debug code","Generative Code","55","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d317ee65d6248d88bf4ec_animated-drawings-logo.png","Animated Drawings","A tool to bring children's drawings to life.","For Fun","143","Generative Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643d2f2f4cd40461cd0d6b7f_open-assistant-io-logo.svg","Open Assistant","A conversational AI to interact with AI on consumer hardware.","Chat","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643cc434b8b47fe37a28dd77_banner.png","AgentGPT","A tool to create and deploy AI agents in a browser.","Chat","114","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643cc4342932676fe1b3dce4_tradeuipreview-scaled.webp","TradeUI","A platform for traders for trading signals, and more.","Finance","61",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643cc433b8b47f3bb628db9c_image-removebg-preview__1_.png","LitGrades","A tool for students to learn with flashcards.","Productivity","27",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643b6fbd4d50815442b439aa_meta.png","Reetail","A platform to create ecommerce online store.","Marketing","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643c317cb393a746095df987_aivoicedetector-logo.png","AI Voice Detector","A tool to authenticate and filter out AI-generated voices.","AI Detection","119",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643b6fbc5d1319758b0d635c_card.jpeg","Autory","A tool to automate workflows with no-code.","Productivity","19",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643ae4bd92d6d968a75b3984_revocalize-ai-logo.png","Revocalize AI","A tool to convert audio into vocal tracks and change voice.","Music","1999",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643a9e0ed15ef0052d0905ff_codegeex-cn-logo.png","CodeGeeX","A tool for coding assistant and code generation.","Productivity","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643a153b4b42d4860e29dfe6_logo-without-text-blue.png","Teachermatic","A tool to build lesson plans.","Productivity","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63dab0e75491ca6409d70585_3thlrJh41ciJu5AQVovEFgrWIbg.jpeg","Brancher.ai","A tool to create AI-powered apps without coding.","Productivity","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643a15394b42d4fc8e29de8b_streamroutine-social-share-og-image.png","Stream Routine","A tool to customize twitch chatbot for streamers.","Chat","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643a8c2bb8c0e87f693c5057_godmode-space-logo.png","Godmode","A ui for chatgpt.","Chat","578","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438830d22ee1f992438c88c_jQ9-og-image-(1).webp","Kapwing","A platform for video editing.","Video Editing","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438830c029512800a36dfac_639334f2059d35b32e1fb6b6_Results.svg","SID Search","A neural search engine to find files, emails, and messages from any application.","Productivity","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438823103d50346883c7767_vossle-logo-white-on-black-1080x1080-1.jpeg","Vossle","A platform for creating browser-based augmented reality experiences.","Productivity","11",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64388230e63cc480c8891571_preview.16624258.jpeg","Noise Eraser","A solution to eliminates unwanted noise from audios and videos.","Productivity","26",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64393c063915655ba34ab523_chatfast-io-logo.png","ChatFast","A tool to create GPT chatbots from various data sources.","Chat","136",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438822ea70df24dc7a657a9_OG%2520Image.png","Ask an AI Accountant","A chatbot to answer tax-related questions.","Productivity","44",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438822d2219259e0b88d3da_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1681191979794x146176450056298980%252FBRICABRAC%252520HORIZONTAL.jpeg","Bricabrac AI","A tool for nocode app generation.","Generative Code","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64393658cd7ec91b2cd5f5fe_ab-bot-logo.png","Abbot","A tool to create chatbot assistants.","Chat","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438822cf369f4780b01fce9_1200-chatgpt-assistant.png","Shuffle","A tool to create websites and applications.","Productivity","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6438822cf369f4f93d01fc49_preview.png","OASIS","A tool to generate emails from voice commands.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6437564511f40c0da5bbbce5_anySummaryPreview4.jpeg","Any Summary","A tool to summarize long documents, images and audio/video files.","Productivity","2618",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6437bd072e097ca5491ed454_crear-ai-logo.svg","Crear ai","A tool for content creation assistant.","Productivity","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643633ee38d278f8e850c182_62f125c4ac1aca359739b739_Sturppy-open-graph.png","Sturppy","A platform to build investor-ready financial models.","Finance","36",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643633ed8e746032a0924f38_og-image.jpeg","AIHairStyles","","Self-Improvement","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436fa8819dbad817c5cd314_gpt-4-powered-changelog-logo.png","GPT-4 Powered Changelog","A tool to generate product changelogs from Jira, Linear and Github data.","Productivity","12",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f8d36fcf9c25d290bdbe_easychat-ai-app-logo.png","EasyChat AI","A software to use chatgpt on Windows.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f800bd3a6420735a23a3_voicemaker-in-logo.png","Voicemaker","A tool to convert text-to-speech human voices.","Text-To-Speech","98",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f6f7fe43d903cc29ab88_virtualstagingai-app-logo.png","Virtual Staging AI","A tool to add furniture to empty rooms images.","Productivity","9",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f5a90f706fef57445af5_audio-bot-logo.png","AudioBot","A tool to convert text to audio in multiple languages","Translation","33","Text-To-Speech"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643633e96910fc7a6f00d9e3_og.png","ToolBuilder","A tool to generate tools for a variety of tasks.","Productivity","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f401083c7142154eda92_skinive-logo.png","Skinive","An app to track skin health.","Self-Improvement","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f34b943e82868f362e85_gptify-io-logo.png","Gptify","A tool to create and embed chatbots.","Chat","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6436f224f81026916de2551f_draw3d-online-logo.png","Draw3D","A tool to turn sketches into photorealistic images.","Image Improvement","92",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643633e7828763d87411c48c_icon.png","Amazing AI","An app to generate detailed images.","Generative Art","144",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6435900945bd786ebdfcfce4_doodlemorphai-logo.png","Doodle Morph AI","An art generator to turn doodles into artwork.","Generative Art","25",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6434f948e3865c516afe9375_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1678369668019x442932140205586370%252Fatlancer.jpeg","Atlancer.ai","A directory of community developed tools to automate various tasks.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6434f94768bc15314ff1e90c_cover.png","Markprompt","A tool to create GPT-4 prompts for Markdown documents.","Prompt Guides","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643254b93065d52578881acc_website-builder-hero-min.png","Wishpond AI","A platform to generate websites and website builder.","Productivity","54",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643254b88ca5f9800b699ef7_2fEp1YCQ.png","Imagica","A platform for no-code web app development.","Productivity","141",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6432be0205307e808dc6fbb8_logodiffusion-logo.svg","Logo Diffusion","A tool for logo design.","Marketing","81",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6432b25403ac6d4109a2cdc8_ai-coustics-logo.png","ai-coustics","A tool to enhance speech from audio.","Music","78",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643254b503ac6d080640cf67_63f920204391703b554a27ef_promptpal.webp","PromptPal","A directory of prompts.","Prompt Guides","71",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6432b0aec8e97437ce6e287a_aiawesome-logo.png","AI Awesome","A directory for ai tools.","Aggregators","81",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6430eecc59c4ed86a0cdf3bb_Ajelix-Full-Stack-Tech-Consulting-Partner-1.png","Ajelix","A tool for automate excel and google spreadsheets and write scripts.","Productivity","403",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6430eeca59c4ed36facdf241_2T3Xutv6.png","Webscrape AI","A no-code web scraping tool.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6430eec8a8777374c9155021_feature.webp","MemeCam","A tool to create memes using image recognition.","For Fun","361",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64316d67e3a3f0e61a9c35a3_furwee-ai-logo.png","Furwee","A platform for children conversational tutoring.","Self-Improvement","47",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fbf645dc48025d480ff91_NOVA-PIONEERING.png","Nova AI","A video editing tools suite.","Video Editing","48",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fbf638777c976ca463752_favicon-512.png","Koe Recast","An app that transforms voices into different styles.","Voice Modulation","35",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac38589e8985320f5179_Square_IAI_Logo_512x512.png","InterviewAI","A tool to manage interview process and generate interview questions.","Self-Improvement","53",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac37cf48e0707097d4ef_text2sql-banner-2.png","Text2SQL.AI","A tool to generate SQL queries from plain English.","Productivity","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/643010ce97e54d7fa2e8c2c9_spheroid-io-logo.png","Spheroid","A tool to create avatars in augmented reality","Avatar","112",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac36a0d66ca288573976_followr_pp.png","Followr","A platform for social media management.","Social Media","184",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac349df2c9b38604c4ae_favicon.png","Typo","A tool for git and jira code insights.","Productivity","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fc2c1c8d31c55b48d1d5f_prophotos-ai-logo.png","ProPhotos","A tool to turn casual photos into professional headshots.","Image Improvement","130",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac319df2c93d4e04bfe2_113eda_3aa3dd6b62464d998ab42abadf18c90a%257Emv2.png","Wisebot","A tool to build chatbots.","Chat","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/642fac31f9727c2a6bdb15b6_wisdom%2520social%2520share%25201.jpeg","WisdomAI","A tool to build chatbots.","Chat","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/645878a47a0ca002c7ed2f37_screen1%202.gif","Cheat Layer","The first chatGPT automation platform.","Productivity","44","Matt's Picks"
